State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
Rhode Island,Male,Under 1 year,0,29,0,0,0,0
Rhode Island,Male,0-17 years,0,50,,0,0,
Rhode Island,Male,1-4 years,0,,0,0,0,0
Rhode Island,Male,5-14 years,0,11,,0,0,
Rhode Island,Male,15-24 years,0,60,0,0,0,0
Rhode Island,Male,18-29 years,,115,0,0,0,
Rhode Island,Male,25-34 years,,137,,0,0,
Rhode Island,Male,30-49 years,24,401,15,,0,32
Rhode Island,Male,35-44 years,14,188,,,0,17
Rhode Island,Male,45-54 years,24,358,22,12,0,34
Rhode Island,Male,50-64 years,120,1110,97,56,,162
Rhode Island,Male,55-64 years,104,888,82,47,,140
Rhode Island,Male,65-74 years,236,1305,170,125,,283
Rhode Island,Male,75-84 years,301,1541,222,138,,388
Rhode Island,Male,85 years and over,386,1941,265,171,,485
Rhode Island,Female,All Ages,1156,6571,709,453,21,1433
Rhode Island,Female,Under 1 year,0,25,0,0,0,0
Rhode Island,Female,0-17 years,,38,,0,0,
Rhode Island,Female,1-4 years,0,,,0,0,
Rhode Island,Female,5-14 years,,,0,0,0,
Rhode Island,Female,15-24 years,0,17,,0,0,
Rhode Island,Female,18-29 years,,37,,,0,
Rhode Island,Female,25-34 years,,53,,,,
Rhode Island,Female,30-49 years,12,193,,,,18
Rhode Island,Female,35-44 years,,99,,,,
Rhode Island,Female,45-54 years,18,196,18,,0,27
Rhode Island,Female,50-64 years,58,684,68,33,,94
Rhode Island,Female,55-64 years,48,552,53,26,,76
Rhode Island,Female,65-74 years,164,904,120,86,,200
Rhode Island,Female,75-84 years,270,1497,183,122,,338
Rhode Island,Female,85 years and over,649,3218,327,208,,777
Rhode Island,Unknown,All Ages,0,,0,0,0,0
Rhode Island,Unknown,Under 1 year,0,0,0,0,0,0
Rhode Island,Unknown,0-17 years,0,0,0,0,0,0
Rhode Island,Unknown,1-4 years,0,0,0,0,0,0
Rhode Island,Unknown,5-14 years,0,0,0,0,0,0
Rhode Island,Unknown,15-24 years,0,0,0,0,0,0
Rhode Island,Unknown,18-29 years,0,0,0,0,0,0
Rhode Island,Unknown,25-34 years,0,0,0,0,0,0
Rhode Island,Unknown,30-49 years,0,0,0,0,0,0
Rhode Island,Unknown,35-44 years,0,0,0,0,0,0
Rhode Island,Unknown,45-54 years,0,0,0,0,0,0
Rhode Island,Unknown,50-64 years,0,0,0,0,0,0
Rhode Island,Unknown,55-64 years,0,0,0,0,0,0
Rhode Island,Unknown,65-74 years,0,,0,0,0,0
Rhode Island,Unknown,75-84 years,0,0,0,0,0,0
Rhode Island,Unknown,85 years and over,0,,0,0,0,0
South Carolina,All Sexes,All Ages,6308,62504,5898,2927,152,9424
South Carolina,Male,All Ages,3332,32928,3203,1601,74,5004
South Carolina,Male,Under 1 year,,194,,0,0,
South Carolina,Male,0-17 years,,372,,0,0,
South Carolina,Male,1-4 years,0,29,,0,0,
South Carolina,Male,5-14 years,0,57,0,0,0,0
South Carolina,Male,15-24 years,,598,,,,14
South Carolina,Male,18-29 years,15,997,17,,,29
South Carolina,Male,25-34 years,18,1029,24,10,,35
South Carolina,Male,30-49 years,139,2814,128,60,,212
South Carolina,Male,35-44 years,68,1307,58,30,,99
South Carolina,Male,45-54 years,137,2407,159,57,11,249
South Carolina,Male,50-64 years,505,6753,580,243,20,862
South Carolina,Male,55-64 years,428,5315,476,210,12,706
South Carolina,Male,65-74 years,874,7863,833,439,17,1285
South Carolina,Male,75-84 years,1100,8240,983,530,19,1570
South Carolina,Male,85 years and over,697,5889,655,322,,1037
South Carolina,Female,All Ages,2976,29576,2695,1326,78,4420
South Carolina,Female,Under 1 year,0,148,,0,0,
South Carolina,Female,0-17 years,0,239,,0,,
South Carolina,Female,1-4 years,0,24,0,0,,
South Carolina,Female,5-14 years,0,36,,0,0,
South Carolina,Female,15-24 years,,195,,0,0,
South Carolina,Female,18-29 years,10,384,18,,,22
South Carolina,Female,25-34 years,13,471,25,,,30
South Carolina,Female,30-49 years,77,1644,90,34,14,146
South Carolina,Female,35-44 years,38,786,38,16,,68
South Carolina,Female,45-54 years,99,1497,126,49,12,187
South Carolina,Female,50-64 years,394,4422,429,186,20,657
South Carolina,Female,55-64 years,329,3532,343,153,14,533
South Carolina,Female,65-74 years,655,5738,618,328,11,954
South Carolina,Female,75-84 years,842,7424,736,391,17,1204
South Carolina,Female,85 years and over,998,9725,801,380,14,1433
South Carolina,Unknown,All Ages,0,0,0,0,0,0
South Carolina,Unknown,Under 1 year,0,0,0,0,0,0
South Carolina,Unknown,0-17 years,0,0,0,0,0,0
South Carolina,Unknown,1-4 years,0,0,0,0,0,0
South Carolina,Unknown,5-14 years,0,0,0,0,0,0
South Carolina,Unknown,15-24 years,0,0,0,0,0,0
South Carolina,Unknown,18-29 years,0,0,0,0,0,0
South Carolina,Unknown,25-34 years,0,0,0,0,0,0
South Carolina,Unknown,30-49 years,0,0,0,0,0,0
South Carolina,Unknown,35-44 years,0,0,0,0,0,0
South Carolina,Unknown,45-54 years,0,0,0,0,0,0
South Carolina,Unknown,50-64 years,0,0,0,0,0,0
South Carolina,Unknown,55-64 years,0,0,0,0,0,0
South Carolina,Unknown,65-74 years,0,0,0,0,0,0
South Carolina,Unknown,75-84 years,0,0,0,0,0,0
South Carolina,Unknown,85 years and over,0,0,0,0,0,0
South Dakota,All Sexes,All Ages,1863,10851,1358,791,35,2462
South Dakota,Male,All Ages,999,5813,791,465,21,1343
South Dakota,Male,Under 1 year,0,33,0,0,0,0
South Dakota,Male,0-17 years,0,69,,0,,
South Dakota,Male,1-4 years,0,,,0,0,
South Dakota,Male,5-14 years,0,13,0,0,,
South Dakota,Male,15-24 years,,84,,,0,
South Dakota,Male,18-29 years,,127,,,0,
South Dakota,Male,25-34 years,,142,,,0,10
South Dakota,Male,30-49 years,28,420,29,16,,42
South Dakota,Male,35-44 years,,209,,,,15
South Dakota,Male,45-54 years,29,300,31,17,0,43
South Dakota,Male,50-64 years,124,956,123,70,,180
South Dakota,Male,55-64 years,106,782,105,59,,155
South Dakota,Male,65-74 years,199,1216,176,105,,274
South Dakota,Male,75-84 years,297,1425,227,131,,397
South Dakota,Male,85 years and over,349,1600,233,141,,446
South Dakota,Female,All Ages,864,5038,567,326,14,1119
South Dakota,Female,Under 1 year,0,43,0,0,0,0
South Dakota,Female,0-17 years,0,63,,0,0,
South Dakota,Female,1-4 years,0,,,0,0,
South Dakota,Female,5-14 years,0,,,0,0,
South Dakota,Female,15-24 years,,31,,0,,
South Dakota,Female,18-29 years,,43,,0,,
South Dakota,Female,25-34 years,,49,,,,
South Dakota,Female,30-49 years,26,219,18,10,,35
South Dakota,Female,35-44 years,,108,,,0,11
South Dakota,Female,45-54 years,32,181,23,11,0,44
South Dakota,Female,50-64 years,75,591,82,43,,116
South Dakota,Female,55-64 years,60,492,68,38,,92
South Dakota,Female,65-74 years,162,831,140,97,,209
South Dakota,Female,75-84 years,191,1087,135,81,,247
South Dakota,Female,85 years and over,409,2204,187,95,,505
South Dakota,Unknown,All Ages,0,0,0,0,0,0
South Dakota,Unknown,Under 1 year,0,0,0,0,0,0
South Dakota,Unknown,0-17 years,0,0,0,0,0,0
South Dakota,Unknown,1-4 years,0,0,0,0,0,0
South Dakota,Unknown,5-14 years,0,0,0,0,0,0
South Dakota,Unknown,15-24 years,0,0,0,0,0,0
South Dakota,Unknown,18-29 years,0,0,0,0,0,0
South Dakota,Unknown,25-34 years,0,0,0,0,0,0
South Dakota,Unknown,30-49 years,0,0,0,0,0,0
South Dakota,Unknown,35-44 years,0,0,0,0,0,0
South Dakota,Unknown,45-54 years,0,0,0,0,0,0
South Dakota,Unknown,50-64 years,0,0,0,0,0,0
South Dakota,Unknown,55-64 years,0,0,0,0,0,0
South Dakota,Unknown,65-74 years,0,0,0,0,0,0
South Dakota,Unknown,75-84 years,0,0,0,0,0,0
South Dakota,Unknown,85 years and over,0,0,0,0,0,0
Tennessee,All Sexes,All Ages,10275,97337,10882,5280,242,16109
Tennessee,Male,All Ages,5614,51403,6021,3050,123,8701
Tennessee,Male,Under 1 year,,348,10,,0,10
Tennessee,Male,0-17 years,,647,14,,,21
Tennessee,Male,1-4 years,,68,,0,,
Tennessee,Male,5-14 years,0,109,,0,,
Tennessee,Male,15-24 years,,850,14,,,20
Tennessee,Male,18-29 years,15,1504,32,,0,41
Tennessee,Male,25-34 years,36,1683,48,16,,71
Tennessee,Male,30-49 years,224,4917,231,104,11,362
Tennessee,Male,35-44 years,98,2327,106,46,,164
Tennessee,Male,45-54 years,281,3972,308,143,10,455
Tennessee,Male,50-64 years,923,10874,1077,512,37,1522
Tennessee,Male,55-64 years,743,8585,866,416,29,1220
Tennessee,Male,65-74 years,1510,12109,1607,842,38,2312
Tennessee,Male,75-84 years,1791,12581,1864,992,20,2682
Tennessee,Male,85 years and over,1147,8771,1196,593,13,1761
Tennessee,Female,All Ages,4661,45934,4861,2230,119,7408
Tennessee,Female,Under 1 year,0,236,,0,0,
Tennessee,Female,0-17 years,,404,10,0,,18
Tennessee,Female,1-4 years,,51,,0,0,
Tennessee,Female,5-14 years,,60,,0,,
Tennessee,Female,15-24 years,10,333,12,,,20
Tennessee,Female,18-29 years,16,606,18,,,31
Tennessee,Female,25-34 years,18,790,25,,,41
Tennessee,Female,30-49 years,141,2798,192,77,19,275
Tennessee,Female,35-44 years,60,1314,84,31,,122
Tennessee,Female,45-54 years,182,2536,237,104,12,327
Tennessee,Female,50-64 years,627,7215,796,368,21,1075
Tennessee,Female,55-64 years,515,5703,650,306,16,874
Tennessee,Female,65-74 years,982,8995,1119,493,25,1632
Tennessee,Female,75-84 years,1359,11440,1382,654,30,2116
Tennessee,Female,85 years and over,1531,14476,1344,633,19,2261
Tennessee,Unknown,All Ages,0,0,0,0,0,0
Tennessee,Unknown,Under 1 year,0,0,0,0,0,0
Tennessee,Unknown,0-17 years,0,0,0,0,0,0
Tennessee,Unknown,1-4 years,0,0,0,0,0,0
Tennessee,Unknown,5-14 years,0,0,0,0,0,0
Tennessee,Unknown,15-24 years,0,0,0,0,0,0
Tennessee,Unknown,18-29 years,0,0,0,0,0,0
Tennessee,Unknown,25-34 years,0,0,0,0,0,0
Tennessee,Unknown,30-49 years,0,0,0,0,0,0
Tennessee,Unknown,35-44 years,0,0,0,0,0,0
Tennessee,Unknown,45-54 years,0,0,0,0,0,0
Tennessee,Unknown,50-64 years,0,0,0,0,0,0
Tennessee,Unknown,55-64 years,0,0,0,0,0,0
Tennessee,Unknown,65-74 years,0,0,0,0,0,0
Tennessee,Unknown,75-84 years,0,0,0,0,0,0
Tennessee,Unknown,85 years and over,0,0,0,0,0,0
Texas,All Sexes,All Ages,41503,277110,37017,22596,592,56473
Texas,Male,All Ages,23972,149040,21131,13303,299,32075
Texas,Male,Under 1 year,,1155,,,,12
Texas,Male,0-17 years,19,2195,33,,,56
Texas,Male,1-4 years,,228,10,0,,13
Texas,Male,5-14 years,,372,13,,,23
Texas,Male,15-24 years,45,2671,59,15,0,89
Texas,Male,18-29 years,135,4315,140,56,,222
Texas,Male,25-34 years,269,4438,222,129,,370
Texas,Male,30-49 years,1714,13325,1269,844,29,2167
Texas,Male,35-44 years,715,6127,559,354,10,930
Texas,Male,45-54 years,1997,11715,1501,1043,32,2485
Texas,Male,50-64 years,5304,31609,4374,2863,86,6896
Texas,Male,55-64 years,4132,24738,3445,2222,68,5419
Texas,Male,65-74 years,6263,34425,5634,3665,68,8291
Texas,Male,75-84 years,6318,35248,5794,3632,72,8544
Texas,Male,85 years and over,4219,27923,3887,2241,35,5899
Texas,Female,All Ages,17530,128063,15885,9292,293,24397
Texas,Female,Under 1 year,,913,,,0,
Texas,Female,0-17 years,14,1527,23,,,38
Texas,Female,1-4 years,,183,,0,,12
Texas,Female,5-14 years,,258,,,,10
Texas,Female,15-24 years,36,917,38,17,,62
Texas,Female,18-29 years,85,1566,84,47,,130
Texas,Female,25-34 years,146,1850,119,68,,205
Texas,Female,30-49 years,857,7116,781,448,31,1220
Texas,Female,35-44 years,392,3330,360,199,17,569
Texas,Female,45-54 years,954,6717,894,528,32,1352
Texas,Female,50-64 years,2926,19254,2762,1656,72,4102
Texas,Female,55-64 years,2346,15295,2220,1341,50,3273
Texas,Female,65-74 years,3970,24691,3716,2298,63,5447
Texas,Female,75-84 years,4577,31727,4216,2505,58,6339
Texas,Female,85 years and over,5101,42182,4303,2334,56,7121
Texas,Unknown,All Ages,,,,,0,
Texas,Unknown,Under 1 year,0,,0,0,0,0
Texas,Unknown,0-17 years,0,,0,0,0,0
Texas,Unknown,1-4 years,0,0,0,0,0,0
Texas,Unknown,5-14 years,0,0,0,0,0,0
Texas,Unknown,15-24 years,0,0,0,0,0,0
Texas,Unknown,18-29 years,0,0,0,0,0,0
Texas,Unknown,25-34 years,0,0,0,0,0,0
Texas,Unknown,30-49 years,0,0,0,0,0,0
Texas,Unknown,35-44 years,0,0,0,0,0,0
Texas,Unknown,45-54 years,0,0,0,0,0,0
Texas,Unknown,50-64 years,0,,0,0,0,0
Texas,Unknown,55-64 years,0,,0,0,0,0
Texas,Unknown,65-74 years,0,0,0,0,0,0
Texas,Unknown,75-84 years,,,,,0,
Texas,Unknown,85 years and over,0,,0,0,0,0
Utah,All Sexes,All Ages,1940,24192,1897,843,54,3048
Utah,Male,All Ages,1160,12787,1116,552,36,1760
Utah,Male,Under 1 year,0,142,,0,0,
Utah,Male,0-17 years,0,250,,0,,10
Utah,Male,1-4 years,0,20,0,0,0,0
Utah,Male,5-14 years,0,40,,0,,
Utah,Male,15-24 years,,271,,,,
Utah,Male,18-29 years,11,406,,,0,13
Utah,Male,25-34 years,14,428,12,,,22
Utah,Male,30-49 years,66,1234,62,31,,106
Utah,Male,35-44 years,31,611,30,13,,54
Utah,Male,45-54 years,76,842,65,39,,107
Utah,Male,50-64 years,195,2109,193,100,11,299
Utah,Male,55-64 years,147,1645,151,77,,229
Utah,Male,65-74 years,282,2578,278,152,,412
Utah,Male,75-84 years,329,3098,321,164,,492
Utah,Male,85 years and over,277,3112,248,101,,428
Utah,Female,All Ages,780,11405,781,291,18,1288
Utah,Female,Under 1 year,0,131,,0,0,
Utah,Female,0-17 years,0,200,,0,,
Utah,Female,1-4 years,0,14,,0,0,
Utah,Female,5-14 years,0,32,0,0,,
Utah,Female,15-24 years,,103,,0,,
Utah,Female,18-29 years,,174,10,,,15
Utah,Female,25-34 years,,231,11,,,18
Utah,Female,30-49 years,42,729,46,18,,71
Utah,Female,35-44 years,21,366,25,12,0,34
Utah,Female,45-54 years,34,513,36,10,,62
Utah,Female,50-64 years,88,1380,115,39,,166
Utah,Female,55-64 years,69,1093,96,34,,132
Utah,Female,65-74 years,166,1862,167,74,,263
Utah,Female,75-84 years,206,2907,214,80,,344
Utah,Female,85 years and over,274,4153,227,79,,426
Utah,Unknown,All Ages,0,0,0,0,0,0
Utah,Unknown,Under 1 year,0,0,0,0,0,0
Utah,Unknown,0-17 years,0,0,0,0,0,0
Utah,Unknown,1-4 years,0,0,0,0,0,0
Utah,Unknown,5-14 years,0,0,0,0,0,0
Utah,Unknown,15-24 years,0,0,0,0,0,0
Utah,Unknown,18-29 years,0,0,0,0,0,0
Utah,Unknown,25-34 years,0,0,0,0,0,0
Utah,Unknown,30-49 years,0,0,0,0,0,0
Utah,Unknown,35-44 years,0,0,0,0,0,0
Utah,Unknown,45-54 years,0,0,0,0,0,0
Utah,Unknown,50-64 years,0,0,0,0,0,0
Utah,Unknown,55-64 years,0,0,0,0,0,0
Utah,Unknown,65-74 years,0,0,0,0,0,0
Utah,Unknown,75-84 years,0,0,0,0,0,0
Utah,Unknown,85 years and over,0,0,0,0,0,0
Vermont,All Sexes,All Ages,170,6698,323,44,18,467
Vermont,Male,All Ages,78,3475,180,27,10,241
Vermont,Male,Under 1 year,0,,,0,0,
Vermont,Male,0-17 years,0,20,,0,0,
Vermont,Male,1-4 years,0,,0,0,0,0
Vermont,Male,5-14 years,0,,0,0,0,0
Vermont,Male,15-24 years,0,34,0,0,0,0
Vermont,Male,18-29 years,0,60,0,0,0,0
Vermont,Male,25-34 years,0,84,0,0,0,0
Vermont,Male,30-49 years,,242,,,,
Vermont,Male,35-44 years,,112,,,0,
Vermont,Male,45-54 years,,201,,,,
Vermont,Male,50-64 years,,611,17,,,22
Vermont,Male,55-64 years,,489,12,,,16
Vermont,Male,65-74 years,16,761,39,,,55
Vermont,Male,75-84 years,29,881,59,,,81
Vermont,Male,85 years and over,25,900,62,12,,78
Vermont,Female,All Ages,92,3223,143,17,,226
Vermont,Female,Under 1 year,0,,0,0,0,0
Vermont,Female,0-17 years,0,,0,0,0,0
Vermont,Female,1-4 years,0,0,0,0,0,0
Vermont,Female,5-14 years,0,,0,0,0,0
Vermont,Female,15-24 years,0,14,0,0,0,0
Vermont,Female,18-29 years,0,30,0,0,0,0
Vermont,Female,25-34 years,0,34,,0,0,
Vermont,Female,30-49 years,,134,,,,
Vermont,Female,35-44 years,,72,,0,,
Vermont,Female,45-54 years,,108,,,0,
Vermont,Female,50-64 years,,342,,,0,
Vermont,Female,55-64 years,,278,,,0,
Vermont,Female,65-74 years,10,506,20,,,31
Vermont,Female,75-84 years,25,781,37,,,60
Vermont,Female,85 years and over,52,1421,75,11,,120
Vermont,Unknown,All Ages,0,0,0,0,0,0
Vermont,Unknown,Under 1 year,0,0,0,0,0,0
Vermont,Unknown,0-17 years,0,0,0,0,0,0
Vermont,Unknown,1-4 years,0,0,0,0,0,0
Vermont,Unknown,5-14 years,0,0,0,0,0,0
Vermont,Unknown,15-24 years,0,0,0,0,0,0
Vermont,Unknown,18-29 years,0,0,0,0,0,0
Vermont,Unknown,25-34 years,0,0,0,0,0,0
Vermont,Unknown,30-49 years,0,0,0,0,0,0
Vermont,Unknown,35-44 years,0,0,0,0,0,0
Vermont,Unknown,45-54 years,0,0,0,0,0,0
Vermont,Unknown,50-64 years,0,0,0,0,0,0
Vermont,Unknown,55-64 years,0,0,0,0,0,0
Vermont,Unknown,65-74 years,0,0,0,0,0,0
Vermont,Unknown,75-84 years,0,0,0,0,0,0
Vermont,Unknown,85 years and over,0,0,0,0,0,0
Virginia,All Sexes,All Ages,7955,86753,6394,3082,154,11410
Virginia,Male,All Ages,4091,44556,3465,1752,85,5881
Virginia,Male,Under 1 year,,290,0,0,,
Virginia,Male,0-17 years,,508,,0,,
Virginia,Male,1-4 years,0,49,,0,0,
Virginia,Male,5-14 years,0,82,,0,,
Virginia,Male,15-24 years,,693,,,,11
Virginia,Male,18-29 years,11,1172,19,,,27
Virginia,Male,25-34 years,18,1259,27,,,40
Virginia,Male,30-49 years,129,3487,117,55,,197
Virginia,Male,35-44 years,51,1676,47,18,,85
Virginia,Male,45-54 years,183,2886,152,82,,258
Virginia,Male,50-64 years,636,8616,563,290,20,928
Virginia,Male,55-64 years,517,6848,467,241,15,758
Virginia,Male,65-74 years,973,9820,854,461,23,1386
Virginia,Male,75-84 years,1208,11103,1057,543,16,1736
Virginia,Male,85 years and over,1133,9850,852,398,16,1601
Virginia,Female,All Ages,3863,42192,2928,1329,69,5528
Virginia,Female,Under 1 year,0,255,0,0,,
Virginia,Female,0-17 years,0,391,,0,,
Virginia,Female,1-4 years,0,41,,0,0,
Virginia,Female,5-14 years,0,53,,0,,
Virginia,Female,15-24 years,,228,,,,
Virginia,Female,18-29 years,,408,10,,,13
Virginia,Female,25-34 years,13,538,19,,,27
Virginia,Female,30-49 years,78,1949,86,29,,138
Virginia,Female,35-44 years,42,934,46,19,,71
Virginia,Female,45-54 years,102,1888,106,39,,172
Virginia,Female,50-64 years,355,5611,409,169,19,614
Virginia,Female,55-64 years,279,4422,327,135,17,488
Virginia,Female,65-74 years,673,7349,611,311,,980
Virginia,Female,75-84 years,1037,10639,788,381,15,1457
Virginia,Female,85 years and over,1716,15845,1019,437,20,2317
Virginia,Unknown,All Ages,,,,,0,
Virginia,Unknown,Under 1 year,0,,0,0,0,0
Virginia,Unknown,0-17 years,0,,0,0,0,0
Virginia,Unknown,1-4 years,0,0,0,0,0,0
Virginia,Unknown,5-14 years,0,0,0,0,0,0
Virginia,Unknown,15-24 years,0,0,0,0,0,0
Virginia,Unknown,18-29 years,0,0,0,0,0,0
Virginia,Unknown,25-34 years,0,0,0,0,0,0
Virginia,Unknown,30-49 years,0,,0,0,0,0
Virginia,Unknown,35-44 years,0,,0,0,0,0
Virginia,Unknown,45-54 years,,,,,0,
Virginia,Unknown,50-64 years,,,,,0,
Virginia,Unknown,55-64 years,0,0,0,0,0,0
Virginia,Unknown,65-74 years,0,0,0,0,0,0
Virginia,Unknown,75-84 years,0,0,0,0,0,0
Virginia,Unknown,85 years and over,0,,0,0,0,0
Washington,All Sexes,All Ages,4293,68036,5613,2329,161,7732
Washington,Male,All Ages,2317,35664,3124,1345,93,4187
Washington,Male,Under 1 year,0,218,,0,,
Washington,Male,0-17 years,0,395,,0,,
Washington,Male,1-4 years,0,39,0,0,0,0
Washington,Male,5-14 years,0,65,,0,,
Washington,Male,15-24 years,,533,,,,12
Washington,Male,18-29 years,10,928,19,,,28
Washington,Male,25-34 years,11,973,24,,,34
Washington,Male,30-49 years,84,2630,124,49,,167
Washington,Male,35-44 years,38,1291,60,18,,83
Washington,Male,45-54 years,112,2197,157,72,,203
Washington,Male,50-64 years,334,6461,507,221,23,642
Washington,Male,55-64 years,263,5098,403,177,20,508
Washington,Male,65-74 years,527,8031,808,324,27,1038
Washington,Male,75-84 years,674,8779,851,388,14,1151
Washington,Male,85 years and over,688,8440,808,358,14,1152
Washington,Female,All Ages,1976,32369,2489,984,68,3545
Washington,Female,Under 1 year,0,169,,0,0,
Washington,Female,0-17 years,,282,,,,
Washington,Female,1-4 years,0,24,,0,,
Washington,Female,5-14 years,,55,,0,0,
Washington,Female,15-24 years,,185,,,0,10
Washington,Female,18-29 years,,316,13,,,16
Washington,Female,25-34 years,,389,17,,,22
Washington,Female,30-49 years,43,1430,80,30,,102
Washington,Female,35-44 years,23,696,36,14,,49
Washington,Female,45-54 years,52,1393,108,32,,131
Washington,Female,50-64 years,181,4168,356,106,13,444
Washington,Female,55-64 years,147,3285,282,88,12,353
Washington,Female,65-74 years,354,5810,499,212,11,651
Washington,Female,75-84 years,536,7743,640,293,19,900
Washington,Female,85 years and over,854,12620,895,339,14,1423
Washington,Unknown,All Ages,0,,0,0,0,0
Washington,Unknown,Under 1 year,0,0,0,0,0,0
Washington,Unknown,0-17 years,0,0,0,0,0,0
Washington,Unknown,1-4 years,0,0,0,0,0,0
Washington,Unknown,5-14 years,0,0,0,0,0,0
Washington,Unknown,15-24 years,0,,0,0,0,0
Washington,Unknown,18-29 years,0,,0,0,0,0
Washington,Unknown,25-34 years,0,,0,0,0,0
Washington,Unknown,30-49 years,0,,0,0,0,0
Washington,Unknown,35-44 years,0,0,0,0,0,0
Washington,Unknown,45-54 years,0,,0,0,0,0
Washington,Unknown,50-64 years,0,0,0,0,0,0
Washington,Unknown,55-64 years,0,0,0,0,0,0
Washington,Unknown,65-74 years,0,0,0,0,0,0
Washington,Unknown,75-84 years,0,0,0,0,0,0
Washington,Unknown,85 years and over,0,0,0,0,0,0
West Virginia,All Sexes,All Ages,2073,25211,2478,979,68,3640
West Virginia,Male,All Ages,1068,13451,1343,549,37,1899
West Virginia,Male,Under 1 year,0,66,,0,0,
West Virginia,Male,0-17 years,,122,,,0,
West Virginia,Male,1-4 years,0,15,0,0,0,0
West Virginia,Male,5-14 years,0,28,0,0,0,0
West Virginia,Male,15-24 years,,125,,,0,
West Virginia,Male,18-29 years,,274,,,,
West Virginia,Male,25-34 years,,382,,,,
West Virginia,Male,30-49 years,25,1233,49,10,,71
West Virginia,Male,35-44 years,,600,20,,,28
West Virginia,Male,45-54 years,46,975,59,22,,88
West Virginia,Male,50-64 years,116,2659,195,60,,258
West Virginia,Male,55-64 years,89,2097,163,47,,210
West Virginia,Male,65-74 years,288,3261,376,159,,514
West Virginia,Male,75-84 years,376,3461,443,205,,623
West Virginia,Male,85 years and over,261,2441,272,113,,424
West Virginia,Female,All Ages,1004,11753,1135,430,31,1740
West Virginia,Female,Under 1 year,0,37,0,0,0,0
West Virginia,Female,0-17 years,0,73,,0,,
West Virginia,Female,1-4 years,0,11,,0,0,
West Virginia,Female,5-14 years,0,13,0,0,,
West Virginia,Female,15-24 years,0,49,,0,0,
West Virginia,Female,18-29 years,,115,,0,,
West Virginia,Female,25-34 years,,173,,0,,13
West Virginia,Female,30-49 years,20,616,46,,,61
West Virginia,Female,35-44 years,10,288,19,,,26
West Virginia,Female,45-54 years,23,572,52,12,,65
West Virginia,Female,50-64 years,95,1724,177,47,,232
West Virginia,Female,55-64 years,81,1385,145,38,,193
West Virginia,Female,65-74 years,203,2273,246,106,,350
West Virginia,Female,75-84 years,287,3067,316,136,,472
West Virginia,Female,85 years and over,397,3885,346,133,,617
West Virginia,Unknown,All Ages,,,0,0,0,
West Virginia,Unknown,Under 1 year,0,0,0,0,0,0
West Virginia,Unknown,0-17 years,0,0,0,0,0,0
West Virginia,Unknown,1-4 years,0,0,0,0,0,0
West Virginia,Unknown,5-14 years,0,0,0,0,0,0
West Virginia,Unknown,15-24 years,0,0,0,0,0,0
West Virginia,Unknown,18-29 years,0,0,0,0,0,0
West Virginia,Unknown,25-34 years,0,0,0,0,0,0
West Virginia,Unknown,30-49 years,0,,0,0,0,0
West Virginia,Unknown,35-44 years,0,,0,0,0,0
West Virginia,Unknown,45-54 years,0,0,0,0,0,0
West Virginia,Unknown,50-64 years,0,,0,0,0,0
West Virginia,Unknown,55-64 years,0,,0,0,0,0
West Virginia,Unknown,65-74 years,0,,0,0,0,0
West Virginia,Unknown,75-84 years,0,,0,0,0,0
West Virginia,Unknown,85 years and over,,,0,0,0,
Wisconsin,All Sexes,All Ages,7160,67786,4858,2258,170,9926
Wisconsin,Male,All Ages,3818,35038,2723,1345,93,5286
Wisconsin,Male,Under 1 year,,197,,0,0,
Wisconsin,Male,0-17 years,,350,,0,,
Wisconsin,Male,1-4 years,0,27,0,0,0,0
Wisconsin,Male,5-14 years,0,56,,0,,
Wisconsin,Male,15-24 years,,425,,,,11
Wisconsin,Male,18-29 years,,708,,,,17
Wisconsin,Male,25-34 years,17,862,12,,,24
Wisconsin,Male,30-49 years,95,2331,70,24,,148
Wisconsin,Male,35-44 years,36,1100,32,,,62
Wisconsin,Male,45-54 years,129,1900,82,30,11,192
Wisconsin,Male,50-64 years,430,5980,345,129,19,664
Wisconsin,Male,55-64 years,348,4802,291,108,12,542
Wisconsin,Male,65-74 years,830,7654,584,308,23,1127
Wisconsin,Male,75-84 years,1179,8759,878,461,21,1617
Wisconsin,Male,85 years and over,1273,9256,837,422,17,1705
Wisconsin,Female,All Ages,3342,32747,2135,913,77,4640
Wisconsin,Female,Under 1 year,0,162,,0,0,
Wisconsin,Female,0-17 years,0,254,,0,0,
Wisconsin,Female,1-4 years,0,23,0,0,0,0
Wisconsin,Female,5-14 years,0,45,0,0,0,0
Wisconsin,Female,15-24 years,,166,,,,
Wisconsin,Female,18-29 years,10,299,10,,,18
Wisconsin,Female,25-34 years,12,371,11,,,22
Wisconsin,Female,30-49 years,51,1189,46,13,10,94
Wisconsin,Female,35-44 years,23,553,22,,,46
Wisconsin,Female,45-54 years,74,1170,58,17,,121
Wisconsin,Female,50-64 years,263,3757,239,82,13,433
Wisconsin,Female,55-64 years,212,3009,200,73,10,349
Wisconsin,Female,65-74 years,482,5159,369,158,,701
Wisconsin,Female,75-84 years,914,7732,588,280,20,1242
Wisconsin,Female,85 years and over,1622,14357,880,376,24,2149
